t,TSolarSeg,TSolarReturn,TAmbient,Radiation_Hor,dmSolar
0.00000,19.999990000000025,9.999990000000025,8.999990000000025,0.0,0.01
0.01042,9.972010000000012,9.999990000000025,8.95001000000002,0.0,0.01
0.02083,9.970670000000041,9.999990000000025,8.899990000000003,0.0,0.01
0.03125,9.96935000000002,9.999990000000025,8.850000000000023,0.0,0.01
0.03664,9.968650000000025,9.999990000000025,8.824150000000031,0.0,0.01
0.03664,9.968650000000025,9.999990000000025,8.824150000000031,0.0,0.01
0.04167,9.96801000000005,9.999990000000025,8.800010000000043,0.0,0.01
0.05208,9.966670000000022,9.999990000000025,8.749990000000025,0.0,0.01
0.06250,9.965329999999994,9.999990000000025,8.70001000000002,0.0,0.01
0.07292,9.96398000000005,9.999990000000025,8.649990000000003,0.0,0.01
0.08333,9.962820000000022,9.999990000000025,8.600000000000023,0.0,0.01
0.09375,9.961820000000046,9.999990000000025,8.550010000000043,0.0,0.01
0.10417,9.960810000000038,9.999990000000025,8.499990000000025,0.0,0.01
0.11458,9.95980000000003,9.999990000000025,8.476560000000006,0.0,0.01
0.12500,9.959130000000016,9.999990000000025,8.487510000000043,0.0,0.01
0.13542,9.958730000000003,9.999990000000025,8.50469000000004,0.0,0.01
0.14583,9.958340000000021,9.999990000000025,8.499990000000025,0.0,0.01
0.15625,9.957940000000008,9.999990000000025,8.475000000000023,0.0,0.01
0.16667,9.957539999999995,9.999990000000025,8.45001000000002,0.0,0.01
0.17708,9.957150000000013,9.999990000000025,8.425010000000043,0.0,0.01
0.18750,9.95675,9.999990000000025,8.399990000000003,0.0,0.01
0.19792,9.956350000000043,9.999990000000025,8.372640000000047,0.0,0.01
0.20833,9.956080000000043,9.999990000000025,8.343740000000025,0.0,0.01
0.21875,9.955870000000004,9.999990000000025,8.317960000000028,0.0,0.01
0.22917,9.955650000000048,9.999990000000025,8.300010000000043,0.0,0.01
0.23958,9.95544000000001,9.999990000000025,8.29296000000005,0.0,0.01
0.25000,9.955219999999997,9.999990000000025,8.29376000000002,0.0,0.01
0.26042,9.955010000000016,9.999990000000025,8.297660000000008,0.0,0.01
0.27083,9.954800000000034,9.999990000000025,8.300010000000043,0.0,0.01
0.28125,9.954580000000021,9.999990000000025,8.300010000000043,0.0,0.01
0.29167,9.954490000000021,9.999990000000025,8.300010000000043,0.0,0.01
0.30208,9.954430000000002,9.999990000000025,8.300010000000043,0.0,0.01
0.31250,9.95437000000004,9.999990000000025,8.300010000000043,0.0,0.01
